Instance,Income
120401,32500.2444412950
120402,30387.2084574730
120403,540717.7756065990
120404,113198.6802461600
120405,91339.4449756397
120406,21495.9690813730
120407,32726.5186308599
120408,385195.4184526020
120409,31975.7329717599
120410,144323.9867897990
120411,366153.6991258500
120412,115750.6484303290
120413,388284.2951710180
120414,155769.2961019590
120415,36056.4718499900
120416,45898.1607178149
120417,173663.1300204690
120418,31248.8971009990
120419,32075.7080522499
120420,47482.3959313099
120421,93485.2298753501
120422,67934.2497588399
120423,36829.8193577000
120424,112052.7296979990
120425,23450.3233539889
120426,16643.1152057862
120427,8147.7995046486
120428,48803.8775987380
120429,83090.7764601328
120430,135708.8330445490
120431,118707.1797840490
120432,40928.3946659300
120433,78767.6878893198
120434,33716.1174013100
120435,138579.8070192200
120436,273132.2805255990
120437,84095.2942792798
120438,116828.0302431690
120439,139536.7325455800
120440,52086.6854694200
120441,27687.4109665721
120442,33708.3496114499
120443,10470.2768192201
120444,105279.1069348090
120445,63090.9385837099
120446,22938.2457266885
120447,30105.4093654000
120448,41314.1680689799
120449,182854.7328758890
120450,13932.8739765456
120451,180854.7179027590
120452,44071.0189088498
120453,39339.6294789702
120454,23373.5612834698
120455,32852.7515871100
120456,35979.2353728099
120457,96678.7634173305
120458,8224.9074674342
120459,276688.3681808390
120460,10322.4509315450
120461,55939.5897052600
120462,77483.5144699300
120463,153298.9715916600
120464,25885.9130642399
120465,46212.8480279099
120466,26974.0662816599
120467,21021.4782328304
120468,351555.5218558100
120469,48001.6985224299
120470,79886.8747634697
120471,164023.2916366190
120472,562457.4562511990
120473,68142.2367201700
120474,78063.8981901400
120475,47649.8690297099
120476,59206.2068881600
120477,61812.4899586500
120478,44926.6502790000
120479,40300.5278615599
120480,36909.6446113700
120481,6757.5013031370
120482,29589.5299068299
120483,229842.2581269100
120484,30632.6866701729
120485,323709.0009546990
120486,41073.8272627890
120487,35299.8163846151
120488,6941.3959665935
120489,33659.3895312709
120490,104982.8367721800
120491,157740.5366295100
120492,84552.5204477203
120493,26316.6166836999
120494,9828.0232874540
120495,72953.2352685202
120496,48830.2539291029
120497,21794.5825174680
120498,197371.2120474890
120499,110154.5919478300
120500,28264.3219760610
120501,24325.3500844800
120502,122264.6246568700
120503,50098.1609112998
120504,248981.9059600590
120505,17026.2563709019
120506,111348.5625004400
120507,51487.4583990760
120508,125508.4548570900
120509,40326.2343455299
120510,64468.1940283300
120511,59505.3842221899
120512,13395.4777256052
120513,138023.6748086490
120514,99260.9508312699
120515,130335.2135765800
120516,83725.9896427128
120517,11136.9996246770
120518,159042.6177301000
120519,85468.3065702398
120520,44018.0531119099
120521,719090.5090056000
120522,37383.4399395298
120523,28665.6065097699
120524,70903.0215066901
120525,58685.7931853601
120526,95486.4679503900
120527,80103.1349782599
120528,358448.5964540490
120529,172877.8035146600
120530,36505.5488133500
120531,11951.8655665020
120532,328122.6033672990
120533,48723.7377252300
120534,52666.8354764400
120535,325702.8698099980
120536,13267.3786348439
120537,322346.9852712200
120538,48449.8617207300
120539,138040.2116194500
120540,123649.3804788990
120541,199855.5532692890
120542,46878.1276414598
120543,97442.8626786901
120544,58058.6614833000
120545,27664.2191449400
120546,97733.5962308897
120547,204183.9013588490
120548,18299.7492451949
120549,564150.7641968010
120550,33001.0453938997
120551,88888.1821084000
120552,1353.0847806527
120553,42136.8048744598
120554,176853.0642097700
120555,187824.2884549500
120556,85002.0986318402
120557,399018.8882469000
120558,164002.0492939600
120559,97041.4768346499
120560,395009.3548421990
120561,24962.9067433899
120562,38513.5837060701
120563,243722.9810157500
120564,10792.6989250600
120565,93683.0700152399
120566,298092.9418322000
120567,33202.6106206100
120568,41187.8757164299
120569,37962.0306589900
120570,32253.7754576900
120571,208531.6258586700
120572,34480.6909549000
120573,15636.7894214678
120574,51238.1363547100
120575,207832.2134232190
120576,52414.4492731299
120577,4995.8489920041
120578,46006.5662173099
120579,38140.2713447100
120580,45820.0537669441
120581,44993.0461339799
120582,44525.0635255099
120583,24917.2380506080
120584,55493.3896958120
120585,73901.2113134001
120586,36846.8496528029
120587,123283.7873395600
120588,325732.5153676090
120589,87684.6530620703
120590,10571.5146235738
120591,86399.9213087101
120592,33490.0443308601
120593,9954.7832547584
120594,37401.0716271399
120595,161688.5554212290
120596,55009.0833063998
120597,21508.3765818429
120598,46748.4357884100
120599,13035.4497529733
120600,88776.9205324899
120601,37996.3994334199
120602,21028.0719719300
120603,84440.0683330199
120604,19367.7196368900
120605,249060.7290304990
120606,630860.2754345000
120607,108661.3442166200
120608,47968.6226505599
120609,184634.3485420400
120610,38479.6302648099
120611,52113.6612054400
120612,649950.6898043000
120613,72266.1457585099
120614,38328.7884247390
120615,74809.5980415299
120616,76045.7811957799
120617,363083.6529465790
120618,18678.5966229805
120619,89545.9522000102
120620,39052.1145359499
120621,9415.9258239802
120622,13848.3291642799
120623,335227.8844505000
120624,62490.2550054100
120625,39454.9265614199
120626,37852.6668253499
120627,51361.2166321719
120628,78081.4037362601
120629,266374.2509679000
120630,40189.4811747699
120631,55813.6661314901
120632,2546.1469456534
120633,828420.9493849000
120634,52316.6460415600
120635,244491.0076238500
120636,62555.8233117497
120637,240230.5913488990
120638,254834.1600079690
120639,70941.4699233697
120640,224352.1497048380
120641,41585.0999105600
120642,25034.8091804710
120643,179815.9773203390
120644,27123.8485582000
120645,16270.5497629290
120646,50255.9260811597
120647,103634.4475615300
120648,205879.1905385400
120649,65909.4305296301
120650,80056.5956528900
120651,74642.8089751798
120652,59740.2377437000
120653,40586.2852382772
120654,112091.0096459190
120655,171035.1534733690
120656,18784.6959246400
120657,50839.4850781799
120658,315736.7423186000
120659,354565.7269034500
120660,56366.5494936199
120661,110033.1154207000
120662,45350.1351090599
120663,199279.6528652900
120664,67327.0739531399
120665,75228.0457987300
120666,76201.9401942699
120667,108057.3717947200
120668,46424.2621290398
120669,131335.2716484200
120670,48551.1790197499
120671,76437.5073296798
120672,186237.8276956900
120673,58191.1685435298
120674,42666.9846418200
120675,27453.0591728700
120676,76387.7170939499
120677,92724.1764662401
120678,105477.1281328700
120679,73602.6480634597
120680,157744.9136748790
120681,48565.0923980299
120682,25924.8174065299
120683,297022.9060979300
120684,186222.4410761400
120685,34375.2696534699
120686,26679.2352228700
120687,44776.7865686399
120688,248295.6348220780
120689,104103.6476500390
120690,51175.8366868299
120691,52768.9064062898
120692,13465.3405940160
120693,18929.4527919600
120694,17354.7519502070
120695,102044.2835456300
120696,89064.3707512597
120697,25569.1388877900
120698,32907.0924087249
120699,148706.9627787300
120700,51631.1930555999
120701,12001.1696569781
120702,59472.0790467098
120703,125492.8317759090
120704,13091.2685973084
120705,16103.0392458603
120706,32767.4990578699
120707,174737.4738979800
120708,31661.8792029300
120709,342603.3497747190
120710,190854.5054435100
120711,33693.8298114100
120712,33339.7119063599
120713,26221.3800455850
120714,40584.4698253798
120715,29013.7322783300
120716,46979.6259879699
120717,26816.4320915600
120718,153700.9125466590
120719,95240.2747082601
120720,9325.4447452049
120721,45328.4913282300
120722,34277.1707235100
120723,260263.8395345010
120724,156387.4995975600
120725,152111.2692654200
120726,49813.0949861099
120727,10575.1931322663
120728,66882.3364452397
120729,12322.1731166729
120730,132257.4036953790
120731,64837.4953185500
120732,203794.5402091490
120733,88527.9407112101
120734,254950.8678719090
120735,29829.4658685360
120736,91526.5436007196
120737,8167.3709327346
120738,35718.8725452100
120739,286813.9877735010
120740,41540.7893367981
120741,75676.1511149301
120742,59244.3682892900
120743,23485.7123376198
120744,261843.7436074690
120745,43642.1413589098
120746,80156.2930238093
120747,55108.7468593700
120748,18999.0134727820
120749,78356.0297381501
120750,158318.1847397400
120751,735892.4505776980
120752,172967.9769922800
120753,258616.9781641480
120754,28312.2878363669
120755,26502.8104972200
120756,146485.7558639500
120757,9132.1448113566
120758,12252.2201671667
120759,89469.5080401700
120760,78379.3482732999
120761,101932.7869018300
120762,207911.6720629700
120763,11625.7607781779
120764,153030.4287720390
120765,218696.1826968800
120766,23890.4337543599
120767,298540.6823030390
120768,29707.4624322100
120769,109733.3390162590
120770,464109.4682324990
120771,53880.9000141359
120772,91191.7033256801
120773,55243.6410405799
120774,29017.1870708129
120775,15127.1080920310
120776,73536.4623001799
120777,28518.9519910460
120778,439942.4625212010
120779,28253.4142939900
120780,32789.9419176599
120781,55531.8734352799
120782,86750.0424617300
120783,40696.2293059301
120784,56861.0887689598
120785,47595.4786188288
120786,61103.2785538801
120787,11709.9877645670
120788,64441.2869080699
120789,57505.2013247000
120790,42966.6365018601
120791,37578.1286509199
120792,45502.6008585899
120793,160342.9198625390
120794,62447.4772814598
120795,107083.4728377200
120796,10036.7573024466
120797,23677.9461196669
120798,19141.9565934800
120799,48732.0252107499
120800,63607.0727960500
120801,50928.2803728299
120802,82081.7849184001
120803,49127.5588182699
120804,14677.1854494879
120805,52611.2090917600
120806,60630.9460158499
120807,27566.0913857099
120808,86074.1655928776
120809,111757.1779302000
120810,54625.8180301699
120811,94346.9174005249
120812,27479.8110406590
120813,12296.0886893210
120814,100884.7578914400
120815,207092.3029644390
120816,93243.2117048400
120817,62333.6018630499
120818,123551.8128944490
120819,231999.1221871000
120820,28822.1032358299
120821,31959.2390483590
120822,35205.1250963740
120823,331317.7608602990
120824,95901.9369761198
120825,15263.4360483566
120826,102784.3670849400
120827,133655.7596050490
120828,59264.9705631100
120829,19079.3179258170
120830,205843.4849838090
120831,598503.3297575000
120832,220757.4715682190
120833,58418.8020973200
120834,274230.9415382000
120835,21321.2335882312
120836,38733.6539613999
120837,59263.4740673099
120838,36871.7988524600
120839,73936.4187754698
120840,25045.8635921799
120841,198420.1154242890
120842,49110.6576461200
120843,81768.4456233500
120844,314920.6867196990
120845,23165.7099564119
120846,64449.1066036301
120847,403378.0997703000
120848,121922.5835111300
120849,46901.6209860000
120850,728626.5995495010
120851,9329.3695935189
120852,30498.3232087399
120853,61521.0754941900
120854,25316.9334966700
120855,26847.3832832239
120856,7764.6234959633
120857,176400.9897140490
120858,260917.2629253010
120859,57657.1601697800
120860,64678.3950030599
120861,82849.1945725402
120862,249036.6436062990
120863,28046.6463590501
120864,21359.8287909700
120865,8541.5469196912
120866,284130.9453777010
120867,23228.3144422999
120868,32991.7808738500
120869,51907.6929401799
120870,45450.7243211002
120871,6314.4289137562
120872,105764.1859311590
120873,38244.3294168698
120874,81725.7200100598
120875,39008.0167725197
120876,83495.7575356399
120877,21852.8505743899
120878,187853.5479262290
120879,126567.2307194690
120880,43680.7958840799
120881,35828.7726209299
120882,31350.0041775379
120883,12096.2527670005
120884,132638.7220288100
120885,52113.3975194200
120886,6014.1569417377
120887,400342.0426675000
120888,83855.0195675597
120889,487865.6328434000
120890,167999.4210704800
120891,74274.1316487197
120892,54085.7284871698
120893,22700.7435577500
120894,187883.0183172490
120895,302910.2718413000
120896,94294.2569495500
120897,74761.0017321798
120898,96309.5976467197
120899,432255.1371781990
120900,100645.0212395500
120901,24975.8149710850
120902,61294.6354327998
120903,140894.6783649000
120904,35464.5283530497
120905,489514.2240066000
120906,128981.4173809500
120907,53597.5403394401
120908,251249.4672774000
120909,486199.0455128010
120910,67412.7609082701
120911,86396.6162336001
120912,34194.0253242598
120913,45481.5368644400
120914,18597.1925388870
120915,288148.6173512990
120916,189639.2490570600
120917,53601.1877890200
120918,26728.6724817199
120919,15424.2092103289
120920,50472.1636097271
120921,29698.6339977000
120922,24181.4111754450
120923,17616.5339215980
120924,166649.2337023400
120925,175518.8336156200
120926,314001.1573549810
120927,254798.9244340190
120928,102542.6547088600
120929,55393.7809655799
120930,7053.5699841876
120931,10508.4550639216
120932,44756.7572652302
120933,248791.6397019990
120934,174206.3486935890
120935,137305.2060024190
120936,49811.0931817199
120937,5210.3061488537
120938,64537.6953819399
120939,22303.8127809299
120940,45018.8680934401
120941,86737.9779567696
120942,23888.6432597740
120943,106182.4316245200
120944,105041.2438324590
120945,137696.1929180700
120946,7586.5709891198
120947,16770.1081127988
120948,129919.0629078500
120949,62744.8256948602
120950,165721.6881667000
120951,188657.2553466190
120952,334759.5116924100
120953,25453.8129679201
120954,30972.0694148080
120955,29534.9858069100
120956,336070.3285651990
120957,33061.2251779000
120958,208512.6068819890
120959,167947.9496513690
120960,24818.4409208570
120961,60086.4253503197
120962,125812.9629090090
120963,478582.9882066990
120964,18866.1735235530
120965,80218.4804250300
120966,40357.6218972201
120967,21529.2107741490
120968,39824.9479114100
120969,96252.7418314398
120970,45761.4097253098
120971,27922.2875521100
120972,87808.8927016603
120973,43029.6913024500
120974,83769.2376926800
120975,400340.3011615000
120976,224396.5104688590
120977,306460.4823758990
120978,55654.3719370600
120979,189680.9351253300
120980,42323.0109431699
120981,58438.5724753202
120982,61601.0479110000
120983,34489.0195802699
120984,39289.0756001998
120985,39347.5028303099
120986,167259.6440142300
120987,37803.6486043771
120988,13186.0322431932
120989,50970.6706270152
120990,118949.9748610700
120991,105451.7147379200
120992,10867.9073658350
120993,83726.8648621500
120994,44488.1676774899
120995,91199.2734146700
120996,107851.4006580290
120997,50213.3168567765
120998,193554.9618232100
120999,228400.3498150000
121000,181912.9033428900
121001,251194.8759071990
121002,114299.8422172790
121003,43639.4175775000
121004,523276.6685938010
121005,555031.7427498990
121006,29015.1935296059
121007,30296.1361701950
121008,19192.7049338939
121009,61759.3596165985
121010,139515.4068117090
121011,426443.7441798990
121012,177886.5604293490
121013,4450.6288231842
121014,47995.2535202801
121015,50519.6791570999
121016,47369.3621933099
121017,215047.1842546890
121018,12111.6967038840
121019,52373.3480031099
121020,77623.0504161599
121021,93939.5699844499
121022,95663.1801071601
121023,148674.4122878500
121024,45190.5038545239
121025,343889.4262343000
121026,30972.2324635300
121027,204689.5996055500
121028,43323.3112481599
121029,42095.6826972319
121030,5600.5896949003
121031,314525.3800909000
121032,322063.8208617990
121033,65958.1803216500
121034,54168.5825032798
121035,20590.0133162999
121036,118761.2803527090
121037,46127.0525486199
121038,66454.6429389999
121039,62717.4881339801
121040,625165.8291541990
121041,229512.5616238600
121042,235645.4868310190
121043,18472.0947294499
121044,74884.3829456599
121045,46930.1956347070
121046,62107.7992727098
121047,27537.4857315780
121048,34687.3703088900
121049,7573.6920180290
121050,61662.1372713401
121051,74492.0723569298
121052,352977.7534857200
121053,55610.6959222598
121054,22654.4773805899
121055,69702.1205633300
121056,9980.4183643863
121057,175302.5151073490
121058,60269.0398442102
121059,110801.7418473400
121060,362869.5767057790
121061,45986.8719848500
121062,19383.4553486599
121063,24682.1112473999
121064,8577.0860832564
121065,82930.5852724298
121066,29112.1593155101
121067,100961.7206155190
121068,111160.5060680590
121069,21954.8349843440
121070,11703.4258369669
121071,3834.1087625825
121072,163811.7190215100
121073,58492.4613497001
121074,31202.1815868699
121075,128125.5470338200
121076,265847.9306356000
121077,38935.4973038900
121078,82832.4063756100
121079,75044.7631215899
121080,218711.6990054490
121081,65014.3603738297
121082,51831.3580747399
121083,45342.2217345099
121084,84135.2539763298
121085,163663.8895026790
121086,251201.1815264000
121087,170481.7744287100
121088,6890.9460695130
121089,222532.5506583600
121090,140712.9532266900
121091,34529.6217985100
121092,141110.4112680600
121093,54823.5181672701
121094,22807.8286086738
121095,61810.1779582400
121096,54014.6010312372
121097,453282.9750219000
121098,15359.9405110018
121099,294689.1248870480
121100,26261.0166081069
121101,29913.8906753500
121102,101111.1457840690
121103,57826.2206640899
121104,48524.8874477690
121105,353021.5762353190
121106,17892.1698383100
121107,17065.7735079695
121108,17993.7859371612
121109,128959.7331662190
121110,98191.8289657700
121111,315574.4693919980
121112,6944.2138687802
121113,72291.4885004598
121114,37571.0844371960
121115,7359.6957770735
121116,87324.3866605601
121117,361162.5167530990
121118,37002.7030484290
121119,41773.8803866899
121120,86167.3298932699
121121,190051.7241415600
121122,26555.6845685900
121123,56645.6132941400
121124,16806.3961753699
121125,65742.2440245998
121126,10731.2227311864
121127,35083.0570326190
121128,122835.9710281590
121129,139824.9400085210
121130,59443.9070715299
121131,84880.7304345798
121132,36861.4730630701
121133,115153.0179524200
121134,17437.9004933041
121135,54139.8660460900
121136,31829.8867313299
121137,99619.5628955296
121138,44952.8910275401
121139,47263.2762274001
121140,18271.1842890714
121141,26950.5065651899
121142,50460.5549537199
121143,64606.9963880127
121144,78249.7970010299
121145,10376.0306382487
121146,23568.7578914969
121147,21471.4226935669
121148,339787.1003503000
121149,150895.8803259290
121150,386385.0203779980
121151,30790.1904619900
121152,117292.6211125990
121153,191521.8933560990
121154,17285.7518264899
121155,39784.3249234099
121156,39782.9025919580
121157,17325.3742579420
121158,27686.8660324400
121159,40305.2766697999
121160,53772.7513899401
121161,50253.5455883500
121162,45451.8917553000
121163,116529.6142881200
121164,92157.5890768299
121165,27871.1305895500
121166,74805.8825093697
121167,26510.4904419999
121168,352111.3645297990
121169,46087.1963761800
121170,53488.3808812400
121171,41051.9780706500
121172,45555.5882693300
121173,25066.2228899599
121174,84487.8475583800
121175,144492.0966387990
121176,50094.7386785100
121177,364977.4982560180
121178,27463.1348562698
121179,306177.6219068500
121180,15215.9238306953
121181,44734.0583145900
121182,73559.1011272041
121183,188170.4370965290
121184,34006.8508367860
121185,82753.9684892200
121186,62190.8036511101
121187,203683.6669228390
121188,15023.0216623799
121189,323644.9466551990
121190,15090.8218562769
121191,480310.7082756000
121192,157853.9366704800
121193,114486.4815738800
121194,31274.8806288640
121195,78981.5010191703
121196,77367.7641554898
121197,31008.6475238340
121198,39031.6819887899
121199,32693.6654139459
121200,59375.7962362799
121201,8337.5942176690
121202,21077.1283821859
121203,52136.0161330300
121204,24463.6206134200
121205,44546.4132162399
121206,143345.0765322090
121207,6208.7571234659
121208,32769.7764213500
121209,109831.9670405790
121210,4398.2055201104
121211,416923.0850835990
121212,55087.2738085399
121213,133614.7259771700
121214,44748.1936039299
121215,9752.1964535726
121216,115833.5362420300
121217,5372.0246156521
121218,49546.0699467300
121219,85943.8557241099
121220,56404.8195635298
121221,48079.0883592000
121222,495590.4787216970
121223,7257.8490174270
121224,167910.2786180290
121225,345705.1096051990
121226,34920.0016282990
121227,24840.7426192500
121228,64499.6379249898
121229,9191.3361569442
121230,106961.3009488190
121231,22997.7505045030
121232,190315.9297049690
121233,14012.0632426650
121234,48828.9522220601
121235,239691.6054437890
121236,74673.1833675001
121237,97627.6674083000
121238,160008.2640997200
121239,9761.3667830490
121240,157002.3011903200
121241,266868.0903732700
121242,84067.5706964202
121243,175305.6744609790
121244,129749.2065955190
121245,91184.8008478500
121246,118886.0835646100
121247,55796.5412577498
121248,441324.8951385990
121249,270938.4901734490
121250,11128.4770777530
121251,176162.3963697790
121252,77348.3498815101
121253,4270.7763154484
121254,149151.9103492000
121255,8040.7589767421
121256,22041.0954100099
121257,73686.2783931099
121258,25910.2376982701
121259,258683.9273473990
121260,37991.7903692270
121261,42586.3622382699
121262,40414.5258403129
121263,545413.0834281990
121264,42290.2580107300
121265,7477.1561937200
121266,107109.5646497900
121267,184660.4663410890
121268,49812.4928195100
121269,45962.4769925300
121270,20173.9911213469
121271,77601.4304158108
121272,71325.4437221899
121273,31954.6582359088
121274,13752.5311862808
121275,23592.6926666699
121276,67336.7338953500
121277,146431.5477766800
121278,117914.7263161590
121279,19114.2169416959
121280,53634.4253795001
121281,25586.7390277200
121282,233864.9392071000
121283,78117.8156065899
121284,226602.0307388290
121285,28990.1845308900
121286,61855.1301898801
121287,45406.2900787200
121288,34425.8872423140
121289,36705.4714840699
121290,143448.0565841900
121291,251748.2743212500
121292,120639.9206798990
121293,588739.4122297000
121294,47596.6139109801
121295,114660.3986937800
121296,66742.1778831200
121297,26455.9223317378
121298,79388.1609206200
121299,78633.1727675499
121300,33742.0366344280
121301,5463.2011051816
121302,37922.7393621439
121303,136272.7925142100
121304,188676.4780443020
121305,316737.9653536800
121306,79428.1499866303
121307,95571.5039478999
121308,35230.0997099100
121309,25157.1108135699
121310,35748.5266179499
121311,348397.5390507990
121312,23852.2794519799
121313,47881.2434263800
121314,15375.4471459510
121315,47357.1484063999
121316,72260.4969999901
121317,8813.6998186803
121318,20209.8649271499
121319,29972.5436080394
121320,48756.7050725697
121321,22486.9410635809
121322,109893.9493062000
121323,70095.4504875800
121324,118299.4402349090
121325,9655.5931611064
121326,6031.5619241570
121327,54323.5307535703
121328,19984.3951189435
121329,231866.3868990500
121330,38539.3642312998
121331,267706.6478341700
121332,179945.2805557790
121333,63198.2828136501
121334,24177.2732471529
121335,115738.6882763990
121336,107438.5566540490
121337,58443.4876175700
121338,255528.1166893100
121339,49571.7118947718
121340,33053.9995163750
121341,174000.8217811690
121342,164788.4479040690
121343,57827.0630754000
121344,104159.5354793190
121345,711306.8593453980
121346,28186.6449128029
121347,108936.7920103300
121348,1016613.6560602000
121349,27007.9950515819
121350,48934.2092720800
121351,93996.4386507502
121352,71789.2161151797
121353,40855.0976691001
121354,1371654.8689440000
121355,12359.3491509113
121356,105211.7936013690
121357,70533.0466917401
121358,88210.0709546403
121359,44655.8350361900
121360,46717.6327917899
121361,172265.5288814200
121362,27110.6403040070
121363,92629.1217590728
121364,247455.4231446590
121365,26655.6860339299
121366,325070.7345743300
121367,51886.1158035900
121368,49928.4160334401
121369,147102.1977605790
121370,36035.0319334979
121371,77680.2096249600
121372,230735.5184176000
121373,24843.5843535199
121374,103401.7985162600
121375,406078.9108235990
121376,138476.1307903600
121377,343604.7926685690
121378,81160.1723831899
121379,211349.7551047890
121380,16713.5265277953
121381,47992.8355080201
121382,25650.5671374900
121383,23405.8353346229
121384,299253.8652505000
121385,163333.8914200500
121386,33351.6693326899
121387,16458.0627517851
121388,38570.8516576399
121389,79440.4485197902
121390,188560.5106302200
121391,85847.3986172500
121392,73860.9866242930
121393,38077.7405710199
121394,24168.3011527799
121395,3950.1832686396
121396,24014.4222351700
121397,24389.4133054500
121398,143110.0914811190
121399,107161.0879333500
121400,239355.3813297700
121401,368662.7632112980
121402,40300.0775446300
121403,40036.7394556000
121404,75959.5138469001
121405,176364.7201770090
121406,55486.4380592802
121407,65849.0291641602
121408,189898.9594245500
121409,79168.8406326902
121410,19889.2847651899
121411,731595.5388455980
121412,155610.6758657190
121413,84536.0408875799
121414,322948.1286132500
121415,12101.3663443504
121416,155627.5703487990
121417,6741.8854735659
121418,66691.5668249298
121419,8258.5524768216
121420,28352.2652010169
121421,92155.4175454701
121422,123060.6069146590
121423,92548.8148312001
121424,116160.5639988690
121425,386028.5975645990
121426,55206.4846575199
121427,204312.6364470990
121428,112897.5440555190
121429,25839.6949881370
121430,167017.8878437290
121431,62463.6517765099
121432,29325.8005076499
121433,5628.7023288102
121434,60205.1142803699
121435,28844.8853211209
121436,172885.7433403990
121437,75372.4900023999
121438,110948.3994116590
121439,292242.7435888290
121440,70559.9311972399
121441,117389.7343065500
121442,46563.3890123000
121443,29437.9437759101
121444,63793.8850183798
121445,103568.1600420600
121446,304042.0370113990
121447,103286.3943390900
121448,26127.8611904099
121449,21013.5963208430
121450,44668.3986648600
121451,638185.2505348990
121452,372117.0166954000
121453,83447.8036547499
121454,74448.2118594299
121455,22475.2627996299
121456,75506.7228439100
121457,105895.6334453490
121458,25225.2662665029
121459,128879.9433613000
121460,32307.0092482899
121461,103044.5283828490
121462,165551.7479528690
121463,21836.4255148199
121464,22250.2216429000
121465,60428.3255950498
121466,77884.3007063797
121467,413044.9928579110
121468,435579.7963668000
121469,33201.0855394229
121470,33441.9205050760
121471,301496.7217088190
121472,605253.0816936980
121473,78929.8380551700
121474,50611.1877089900
121475,71131.5217309797
121476,34963.9619817100
121477,185175.2504937400
121478,75365.1778079501
121479,120838.0450838690
121480,36405.3148682899
121481,64296.4342382601
121482,393888.0042191990
121483,24787.5898398399
121484,59550.1089519599
121485,42117.4433698099
121486,148864.7589863290
121487,21357.1131922199
121488,285414.6246784900
121489,349868.8576344190
121490,235552.5130262000
121491,36991.8408221299
121492,35773.8408077699
121493,191512.1640417000
121494,17413.9181643130
121495,55901.3882681901
121496,163698.1548737100
121497,25859.3411383000
121498,61401.1610512999
121499,52318.4074260580
121500,107031.6495283300
121501,20067.6502813720
121502,87804.9583966599
121503,64559.2056705400
121504,116184.8339309600
121505,178349.3387145790
121506,40412.1095583900
121507,43405.3389493299
121508,142792.9879208800
121509,88883.1409700500
121510,240736.1239598390
121511,24148.7144741799
121512,146906.9416876890
121513,237272.6476124000
121514,140260.0568286690
121515,24338.1017715469
121516,11992.9195865422
121517,273616.4969729800
121518,136541.7074428900
121519,74555.6564446601
121520,124963.4195255490
121521,48580.9857308500
121522,221260.5712677590
121523,40345.5699491900
121524,318691.1284320600
121525,43342.7121131401
121526,64326.5911191600
121527,259290.9438951290
121528,36376.7511586500
121529,104827.6297420090
121530,98314.3005001103
121531,42824.9030213000
121532,115102.7636717290
121533,121364.8080143500
121534,178702.6680794090
121535,20339.4890996231
121536,73927.6425055499
121537,45821.6669591400
121538,148020.9340195590
121539,94217.3904246496
121540,103854.3032009000
121541,52123.6251495297
121542,72327.2527971904
121543,9351.3665193213
121544,52439.8815676439
121545,129772.2671186500
121546,524307.5305521970
121547,20871.2091271699
121548,70737.7187116401
121549,28593.2407463100
121550,35581.8618357899
121551,28763.4215621299
121552,57836.5733770198
121553,35839.8352368170
121554,100101.9087977190
121555,31920.0902269400
121556,43975.5390338400
121557,251199.8109639290
121558,41478.4497262499
121559,19241.2357335499
121560,44627.2921137003
121561,45735.8626623199
121562,20290.3821916000
121563,4407.8273719774
121564,33285.0878783399
121565,48000.6193831599
121566,46550.4034731699
121567,109968.6753694790
121568,63370.5670070000
121569,24989.2561676300
121570,38451.4299056701
121571,78739.5659085400
121572,42899.5425679199
121573,315307.1517119000
121574,36377.8760028600
121575,86872.5283220700
121576,80075.0037948699
121577,204877.6048243000
121578,382713.7652922990
121579,15091.0098224479
121580,122640.6663239790
121581,38507.7290857100
121582,190465.8439863000
121583,55489.4141414200
121584,263258.4018682010
121585,627099.1600049000
121586,86139.3581710099
121587,58679.5622560099
121588,375459.1783878970
121589,51193.7431993801
121590,46376.0548694099
121591,5891.2711043958
121592,30038.0529152300
121593,62290.9162331700
121594,58884.5385287799
121595,322354.7466378090
121596,302351.8053022990
121597,77364.8307780198
121598,18501.7447909399
121599,1197.3248022576
121600,133623.6387642190
121601,143495.2626406900
121602,67752.5717654600
121603,41807.6480135900
121604,32801.8624368501
121605,8669.0000341833
121606,164499.4927742500
121607,171010.9684862390
121608,17618.8067778500
121609,225731.4342774590
121610,36945.6935397300
121611,33460.0582877102
121612,37645.5012041700
121613,133147.1014393900
121614,85741.3154314299
121615,125794.7158937300
121616,7963.7270176732
121617,38136.8288228101
121618,48427.5693257299
121619,90758.3306211694
121620,55643.2438546400
121621,27205.8603140699
121622,64211.9785161199
121623,64699.9290232699
121624,651963.3542641010
121625,52330.7921201700
121626,19290.3917668100
121627,831057.9794747000
121628,199410.2870717690
121629,55810.9612444101
121630,24866.0900246000
121631,31986.1089327599
121632,926698.4145970010
121633,290418.4845326800
121634,82475.3758088799
121635,68037.2263436899
121636,73043.1749510199
121637,112309.1048687700
121638,99368.8171304400
121639,8458.5334216916
121640,46247.2335011798
121641,30948.4988937020
121642,166364.0737804090
121643,62860.7770651199
121644,5988.4264263415
121645,40665.8133537498
121646,254071.2444993000
121647,49909.8061614200
121648,227999.4632314190
121649,232695.3332508300
121650,37756.4507928399
121651,17819.6297881559
121652,95643.9153301900
121653,88232.3511416200
121654,40914.4761399719
121655,110891.0615262600
121656,39329.6279154200
121657,1250787.2270312900
121658,107363.0305086300
121659,47216.0238780700
121660,220549.7204374390
121661,77025.3800595299
121662,266058.9886311390
121663,155152.5684270200
121664,45209.4868852200
121665,162577.9693448000
121666,151824.7622336500
121667,204056.4683411800
121668,165066.4134174700
121669,60260.9017518600
121670,20027.7430555383
121671,68076.7800880598
